id;nombre_es;nombre_en;nombre_fr;es;en ;fr
HV-P01-041;;;;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span> GUTS 1</strong>: Solo puedes usar esta habilidad si todos tus personajes en juego son de <strong>Aoba Jôsai</strong> y el rival tiene 3 o menos cartas en la mano: </br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Finta (4)</strong></span> : el ataque queda fijado en 4 y el rival no puede colocar bloqueadores este turno.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span> GUTS 1</strong>: You may only use this ability if all your characters in play are from <strong>Aoba Jôsai</strong> and the opponent has 3 or fewer cards in hand: </br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Feint (4)</strong></span>: the attack is fixed at 4 and the opponent cannot place blockers this turn.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span> GUTS 1</strong> : Vous ne pouvez utiliser cette capacité que si tous vos personnages en jeu sont de l'<strong>Aoba Jôsai</strong> et que l'adversaire a 3 cartes ou moins en main : </br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Feinte (4)</strong></span> : l'attaque est fixée à 4 et l'adversaire ne peut pas placer de contreurs ce tour-ci."
HV-P01-045;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Pase</span> GUTS 2</strong>: Añade +2 al pase. Después, busca un <strong>Kotaro Bokuto</strong> en tu pila de descartes y añádelo a tu mano.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Set</span> GUTS 2</strong>: Add +2 to the set. Then, search for a <strong>Kotaro Bokuto</strong> in your discard pile and add it to your hand.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Passe</span> GUTS 2</strong> : Ajoutez +2 à la passe. Ensuite, cherchez un <strong>Kotaro Bokuto</strong> dans votre pile de défausse et ajoutez-le à votre main."
HV-P01-051;;;;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span></strong> Solo puedes usar esta habilidad si el ataque del rival es 4 o más. Descarta la carta superior de tu mazo. Si esa carta es de <strong>Fukurodani</strong>: ></br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>One Touch (3)</strong></span> : resta 3 al ataque del rival y pasa directamente a fase de recepción.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span></strong> You may only use this ability if the opponent's attack is 4 or higher. Discard the top card of your deck. If that card is from <strong>Fukurodani</strong>: </br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>One Touch (3)</strong></span>: subtract 3 from the opponent's attack and go directly to the reception phase.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span></strong> Vous ne pouvez utiliser cette capacité que si l'attaque adverse est de 4 ou plus. Défaussez la carte du dessus de votre deck. Si cette carte appartient à <strong>Fukurodani</strong> : </br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>One Touch (3)</strong></span> : réduisez l'attaque adverse de 3 et passez directement à la phase de réception."
HV-P01-054;;;;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span> GUTS 3</strong>: Añade +5 al bloqueo.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span> GUTS 3</strong>: Add +5 to the block.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span> GUTS 3</strong> : Ajoutez +5 au contre."
HV-P01-056;;;;"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Saque</span> <span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Puedes descartarte una carta de evento de tu mano para añadir +2 al saque o al remate de esta carta.";"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Serve</span> <span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> You may discard an event card from your hand to add +2 to the serve or the spike of this card.";"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Service</span> <span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> Vous pouvez défausser une carte événement de votre main pour ajouter +2 au service ou à l'attaque de cette carte."
HV-P01-057;;;;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span></strong> Durante el próximo turno rival, cada vez que el rival robe una carta por un efecto, tú también robas una carta.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span></strong> During the opponent's next turn, whenever the opponent draws a card from an effect, you also draw a card.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span></strong> Pendant le prochain tour adverse, chaque fois que l'adversaire pioche une carte grâce à un effet, vous piochez également une carte."
HV-P01-060;;;;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span></strong> Sólo puedes jugar este efecto si el ataque del rival es igual o superior a 4. </br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>One Touch (2)</strong></span> : resta 2 al ataque del rival y pasa directamente a fase de recepción.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span></strong> You may only play this effect if the opponent's attack is 4 or higher. </br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>One Touch (2)</strong></span>: subtract 2 from the opponent's attack and go directly to the reception phase.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span></strong> Vous ne pouvez jouer cet effet que si l'attaque adverse est égale ou supérieure à 4. </br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>One Touch (2)</strong></span> : réduisez l'attaque adverse de 2 et passez directement à la phase de réception."
HV-P01-065;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Si el rival tiene 5 o más cartas de eventos de tipo <strong><span style=&quot;color:#c62828&quot;>Remate</span></strong> o <strong><span style=&quot;color:#2e7d32&quot;>Pase</span></strong> en su zona de eventos, añade +6 a la recepción.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> If the opponent has 5 or more <strong><span style=&quot;color:#c62828&quot;>Spike</span></strong> or <strong><span style=&quot;color:#2e7d32&quot;>Set</span></strong> type event cards in their event zone, add +6 to the reception.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Si l'adversaire a 5 cartes événements ou plus de type <strong><span style=&quot;color:#c62828&quot;>Attaque</span></strong> ou <strong><span style=&quot;color:#2e7d32&quot;>Passe</span></strong> dans sa zone d'événements, ajoutez +6 à la réception."
HV-P01-066;;;;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span> GUTS 3</strong>: Sólo puedes usar esta habilidad si todos los jugadores que han participado en la jugada son del equipo <strong>Kamomedai</strong> o si pertenecen a 4 o más escuelas distintas. Añade +3 al remate. Después, puedes enviar 2 eventos de la zona de eventos del rival a su descarte. Si tras esta acción le quedan 2 eventos o menos en la zona, obtienes +1 de remate adicional.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span> GUTS 3</strong>: You may only use this ability if all players involved in the play are from the <strong>Kamomedai</strong> team or belong to 4 or more different schools. Add +3 to the spike. Then, you may send 2 events from the opponent's event zone to their discard pile. If, after this action, 2 or fewer events remain in the zone, you gain an additional +1 to the spike.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span> GUTS 3</strong> : Vous ne pouvez utiliser cette capacité que si tous les joueurs ayant participé à l'action appartiennent à l'équipe <strong>Kamomedai</strong> ou à 4 écoles différentes ou plus. Ajoutez +3 à l'attaque. Ensuite, vous pouvez envoyer 2 événements de la zone d'événements de l'adversaire dans sa défausse. Si, après cette action, il reste 2 événements ou moins dans la zone, vous obtenez +1 d'attaque supplémentaire."
HV-P01-068;;;;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span> GUTS 3</strong> Si tienes 3 o menos cartas en mano y tus jugadores en el campo pertenecen a más de 4 escuelas diferentes, añade +2 al remate. </br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Blockout (2)</strong></span> : En el próximo turno, si el bloqueador rival central tiene un bloqueo original de 2 o menos, irá al descarte en lugar de quedarse en la zona de bloqueo.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span> GUTS 3</strong> If you have 3 or fewer cards in hand and your players on the field belong to more than 4 different schools, add +2 to the spike. </br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Blockout (2)</strong></span>: On the next turn, if the opponent's middle blocker has an original block of 2 or lower, it will go to the discard pile instead of staying in the block zone.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span> GUTS 3</strong> Si vous avez 3 cartes ou moins en main et que vos joueurs sur le terrain appartiennent à plus de 4 écoles différentes, ajoutez +2 à l'attaque. </br><span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Blockout (2)</strong></span> : Au prochain tour, si le contreur central adverse a un contre original de 2 ou moins, il ira à la défausse au lieu de rester dans la zone de contre."
HV-P01-072;;;;Al colocar esta carta, elige si su nombre es <strong>Hinata Shoyo</strong> o <strong>Kozume Kenma</strong>. El nombre, escuela y posición elegidos se aplican de forma definitiva.;When placing this card, choose whether its name is <strong>Hinata Shoyo</strong> or <strong>Kozume Kenma</strong>. The chosen name, school, and position apply permanently.;Lorsque vous placez cette carte, choisissez si son nom est <strong>Hinata Shoyo</strong> ou <strong>Kozume Kenma</strong>. Le nom, l'école et le poste choisis s'appliquent de façon définitive.
HV-P01-073;;;;Al colocar esta carta, elige si su nombre es <strong>Tsukishima Kei</strong> o <strong>Kuroo Tetsuro</strong>. El nombre, escuela y posición elegidos se aplican de forma definitiva.;When placing this card, choose whether its name is <strong>Tsukishima Kei</strong> or <strong>Kuroo Tetsuro</strong>. The chosen name, school, and position apply permanently.;Lorsque vous placez cette carte, choisissez si son nom est <strong>Tsukishima Kei</strong> ou <strong>Kuroo Tetsuro</strong>. Le nom, l'école et le poste choisis s'appliquent de façon définitive.
HV-P01-074;;;;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Roba 1 carta y +1 al remate. Si el rival tiene 5 o más cartas de eventos jugables en <strong><span style=&quot;color:#1565c0&quot;>Recepción</span></strong> o <strong><span style=&quot;color:#2e7d32&quot;>Pase</span></strong> en su zona de eventos, +2 adicional al remate.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> Draw 1 card and +1 to the spike. If the opponent has 5 or more playable event cards in <strong><span style=&quot;color:#1565c0&quot;>Reception</span></strong> or <strong><span style=&quot;color:#2e7d32&quot;>Set</span></strong> in their event zone, an additional +2 to the spike.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> Piochez 1 carte et +1 à l'attaque. Si l'adversaire a 5 cartes événements jouables ou plus en <strong><span style=&quot;color:#1565c0&quot;>Réception</span></strong> ou <strong><span style=&quot;color:#2e7d32&quot;>Passe</span></strong> dans sa zone d'événements, +2 supplémentaire à l'attaque."
HV-P01-075;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span> <span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Si tu receptor o rematador es de <strong>Karasuno</strong>, +1 a su parámetro según la fase. Si estás en <strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong>, además roba 1 carta.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span> <span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> If your receiver or spiker is from <strong>Karasuno</strong>, +1 to their parameter according to the phase. If you are in <strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong>, also draw 1 card.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span> <span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> Si votre réceptionneur ou attaquant est de <strong>Karasuno</strong>, +1 à son paramètre selon la phase. Si vous êtes en <strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong>, piochez également 1 carte."
HV-P01-076;¡Ánimo!;Come on!;Allez !;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Si tienes 4 o menos cartas en la mano, elige una de tus zonas y añade 2 cartas de su GUTS a tu mano.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> If you have 4 or fewer cards in hand, choose one of your zones and add 2 cards from its GUTS to your hand.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Si vous avez 4 cartes ou moins en main, choisissez une de vos zones et ajoutez 2 cartes de son GUTS à votre main."
HV-P01-077;¡Vamos a por ello!;Let's go for it!;Allons-y !;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> <strong><span style=&quot;background:#e91e8c; color:white; padding:1px 4px; border-radius:2px;&quot;>Única</span></strong> +2 a la recepción de un personaje de <strong>Karasuno</strong>. Si ese personaje es <strong>Nishinoya Yu</strong>, roba 1 carta.</br><strong><span style=&quot;background:#e91e8c; font-size:0.85em; color:white; padding:1px 4px; border-radius:2px;&quot;>Única</span></strong><span style=&quot;font-size:0.85em&quot;> : Solo puedes jugar 1 carta con este nombre por turno.</span>";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> <strong><span style=&quot;background:#e91e8c; color:white; padding:1px 4px; border-radius:2px;&quot;>Unique</span></strong> +2 to the reception of a <strong>Karasuno</strong> character. If that character is <strong>Nishinoya Yu</strong>, draw 1 card.</br><strong><span style=&quot;background:#e91e8c; font-size:0.85em; color:white; padding:1px 4px; border-radius:2px;&quot;>Unique</span></strong><span style=&quot;font-size:0.85em&quot;>: You may only play 1 card with this name per turn.</span>";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> <strong><span style=&quot;background:#e91e8c; color:white; padding:1px 4px; border-radius:2px;&quot;>Unique</span></strong> +2 à la réception d'un personnage de <strong>Karasuno</strong>. Si ce personnage est <strong>Nishinoya Yu</strong>, piochez 1 carte.</br><strong><span style=&quot;background:#e91e8c; font-size:0.85em; color:white; padding:1px 4px; border-radius:2px;&quot;>Unique</span></strong><span style=&quot;font-size:0.85em&quot;> : Vous ne pouvez jouer qu'1 carte portant ce nom par tour."
HV-P01-078;Ataque abierto;Open attack;Attaque ouverte;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Roba 2 cartas y descarta 1 de tu mano. </br>Si hay 2 o menos <strong>Ataque abierto</strong> en tu zona de eventos, puedes traer un <strong>Hinata Shoyo</strong> del trash a la zona de remate y añadir +1 a su remate.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> Draw 2 cards and discard 1 from your hand. </br>If there are 2 or fewer <strong>Open attack</strong> in your event zone, you may bring a <strong>Hinata Shoyo</strong> from the trash to the spike zone and add +1 to its spike.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> Piochez 2 cartes et défaussez 1 de votre main. </br>S'il y a 2 <strong>Attaque ouverte</strong> ou moins dans votre zone d'événements, vous pouvez amener un <strong>Hinata Shoyo</strong> depuis la défausse vers la zone d'attaque et ajouter +1 à son attaque."
HV-P01-079;Nunca pensé ni por un momento que podría ganar solo;I never thought for a moment I could win alone;Je n'ai jamais pensé un seul instant que je pouvais gagner seul;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span></strong> Roba 1 carta y +1 al bloqueo de un personaje de <strong>Karasuno</strong>. </br>Si ese bloqueador es <strong>Tsukishima Kei</strong>, puedes añadir un <strong>Yamaguchi Tadashi</strong> del GUTS de saque a tu mano. Además, durante el siguiente turno rival, el receptor tendrá <strong>-2 a la recepción</strong>.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span></strong> Draw 1 card and +1 to the block of a <strong>Karasuno</strong> character. </br>If that blocker is <strong>Tsukishima Kei</strong>, you may add a <strong>Yamaguchi Tadashi</strong> from the serve GUTS to your hand. Also, during the opponent's next turn, the receiver will have <strong>-2 to the reception</strong>.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span></strong> Piochez 1 carte et +1 au contre d'un personnage de <strong>Karasuno</strong>. </br>Si ce contreur est <strong>Tsukishima Kei</strong>, vous pouvez ajouter un <strong>Yamaguchi Tadashi</strong> depuis le GUTS de service à votre main. De plus, pendant le prochain tour adverse, le réceptionneur aura <strong>-2 à la réception</strong>."
HV-P01-080;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Roba 1 carta y +1 a la recepción. Si el rival tiene 5 o más cartas de eventos en <strong><span style=&quot;color:#2e7d32&quot;>Pase</span></strong> o <strong><span style=&quot;color:#c62828&quot;>Remate</span></strong> en su zona de eventos, +2 adicional a la recepción.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> Draw 1 card and +1 to the reception. If the opponent has 5 or more event cards in <strong><span style=&quot;color:#2e7d32&quot;>Set</span></strong> or <strong><span style=&quot;color:#c62828&quot;>Spike</span></strong> in their event zone, an additional +2 to the reception.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Piochez 1 carte et +1 à la réception. Si l'adversaire a 5 cartes événements ou plus de type <strong><span style=&quot;color:#2e7d32&quot;>Passe</span></strong> ou <strong><span style=&quot;color:#c62828&quot;>Attaque</span></strong> dans sa zone d'événements, +2 supplémentaire à la réception."
HV-P01-081;;;;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Roba 1 carta y +1 al remate de un personaje de <strong><span style=&quot;color:#c62828&quot;>Nekoma</span></strong>. </br>Si todos tus personajes en juego son de <strong>Nekoma</strong>, puedes gastar en <strong><span style=&quot;color:#1565c0&quot;>Recepción</span> GUTS 3</strong> para añadir +1 adicional al remate.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> Draw 1 card and +1 to the spike of a <strong><span style=&quot;color:#c62828&quot;>Nekoma</span></strong> character. </br>If all your characters in play are from <strong>Nekoma</strong>, you may spend from <strong><span style=&quot;color:#1565c0&quot;>Reception</span> GUTS 3</strong> to add an additional +1 to the spike.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> Piochez 1 carte et +1 à l'attaque d'un personnage de <strong><span style=&quot;color:#c62828&quot;>Nekoma</span></strong>. </br>Si tous vos personnages en jeu sont de <strong>Nekoma</strong>, vous pouvez dépenser depuis <strong><span style=&quot;color:#1565c0&quot;>Réception</span> GUTS 3</strong> pour ajouter +1 supplémentaire à l'attaque."
HV-P01-082;Esto es lo que significa conectar;This is what it means to connect;C'est ce que signifie connecter;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Roba 1 carta. Elige: </br><strong>· +1 a la recepción</strong> de un personaje de <strong>Nekoma</strong>. </br><strong>· Fija la recepción en 7</strong> de un personaje de <strong>Nekoma</strong> con recepción de base 5 o más.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> Draw 1 card. Choose: </br><strong>· +1 to the reception</strong> of a <strong>Nekoma</strong> character. </br><strong>· Fix the reception at 7</strong> for a <strong>Nekoma</strong> character with a base reception of 5 or more.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Piochez 1 carte. Choisissez : </br><strong>· +1 à la réception</strong> d'un personnage de <strong>Nekoma</strong>. </br><strong>· Fixez la réception à 7</strong> pour un personnage de <strong>Nekoma</strong> avec une réception de base de 5 ou plus."
HV-P01-083;Ataque sincronizado en primer tiempo;First tempo synchronized attack;Attaque synchronisée en premier temps;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Roba 1 carta. Si todos tus personajes en juego son de <strong>Nekoma</strong>, puedes gastar <strong>6 GUTS</strong> de cualquier zona de tu campo para añadir <strong>+3 al remate</strong>.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> Draw 1 card. If all your characters in play are from <strong>Nekoma</strong>, you may spend <strong>6 GUTS</strong> from any zone on your field to add <strong>+3 to the spike</strong>.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> Piochez 1 carte. Si tous vos personnages en jeu sont de <strong>Nekoma</strong>, vous pouvez dépenser <strong>6 GUTS</strong> de n'importe quelle zone de votre terrain pour ajouter <strong>+3 à l'attaque</strong>."
HV-P02-078;El impulso son las alas de Shoyo;Momentum is Shoyo's wings;L'élan, ce sont les ailes de Shoyo ;Al colocar esta carta, elige si su nombre es <strong>Sawamura Daichi</strong> o <strong>Kuroo Tetsuro</strong>. El nombre, escuela y posición elegidos se aplican de forma definitiva.;When placing this card, choose whether its name is <strong>Sawamura Daichi</strong> or <strong>Kuroo Tetsuro</strong>. The chosen name, school, and position apply permanently.;Lorsque vous placez cette carte, choisissez si son nom est <strong>Sawamura Daichi</strong> ou <strong>Kuroo Tetsuro</strong>. Le nom, l'école et le poste choisis s'appliquent de façon définitive.
HV-P01-085;;;;"<strong><span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>Robo</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Roba 1 carta. Gasta 8 cartas del GUTS de tu campo para activar. Durante este turno, cada personaje de <strong>Aoba Jôsai</strong> que coloques tendrá <strong>+1 a su parámetro activo</strong>.";"<strong><span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>Draw</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> Draw 1 card. Spend 8 cards from your field's GUTS to activate. During this turn, each <strong>Aoba Jôsai</strong> character you place will have <strong>+1 to its active parameter</strong>.";"<strong><span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>Pioche</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Piochez 1 carte. Dépensez 8 cartes du GUTS de votre terrain pour activer. Pendant ce tour, chaque personnage d'<strong>Aoba Jôsai</strong> que vous placez aura <strong>+1 à son paramètre actif</strong>."
HV-P01-086;Cuando el director cambia, el sonido cambia;When the conductor changes, the sound changes;Quand le chef change, le son change;"<strong><span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>Robo</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Añade 1 carta de personaje de <strong>Aoba Jôsai</strong> desde tu descarte a tu mano.";"<strong><span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>Draw</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> Add 1 <strong>Aoba Jôsai</strong> character card from your discard pile to your hand.";"<strong><span style=&quot;background:#6a1b9a; color:white; padding:1px 4px; border-radius:2px;&quot;>Pioche</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Ajoutez 1 carte personnage d'<strong>Aoba Jôsai</strong> depuis votre défausse à votre main."
HV-P01-087;Yo también lo pensé;I thought so too;Moi aussi je l'ai pensé;"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Saque</span> <span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Pase</span></strong> Solo puedes jugar esta carta si tu sacador o colocador es <strong>Oikawa Toru</strong>. Roba 1 carta y +1 al parámetro activo de <strong>Oikawa Toru</strong>. Durante el siguiente turno rival, cada vez que el rival añada una carta a su mano por medios no estándar, deberá descartar 1 carta de su mano.";"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Serve</span> <span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Set</span></strong> You may only play this card if your server or setter is <strong>Oikawa Toru</strong>. Draw 1 card and +1 to <strong>Oikawa Toru</strong>'s active parameter. During the opponent's next turn, whenever the opponent adds a card to their hand through non-standard means, they must discard 1 card from their hand.";"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Service</span> <span style=&quot;background:#2e7d32; color:white; padding:1px 4px; border-radius:2px;&quot;>Passe</span></strong> Vous ne pouvez jouer cette carte que si votre serveur ou passeur est <strong>Oikawa Toru</strong>. Piochez 1 carte et +1 au paramètre actif d'<strong>Oikawa Toru</strong>. Pendant le prochain tour adverse, chaque fois que l'adversaire ajoute une carte à sa main par des moyens non standards, il devra défausser 1 carte de sa main."
HV-P01-088;Vosotros sois fuertes;You are strong;Vous êtes forts;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Roba 1 carta y +1 a la recepción de un personaje de <strong>Aoba Jôsai</strong> en juego. Si tienes 3 o menos cartas en la mano, +1 adicional a la recepción.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> Draw 1 card and +1 to the reception of an <strong>Aoba Jôsai</strong> character in play. If you have 3 or fewer cards in hand, an additional +1 to the reception.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Piochez 1 carte et +1 à la réception d'un personnage d'<strong>Aoba Jôsai</strong> en jeu. Si vous avez 3 cartes ou moins en main, +1 supplémentaire à la réception."
